,City,Date Local,NO2 AQI,O3 AQI,SO2 AQI,CO AQI,County
1284796,New York,2012-10-25,27,15,,,Bronx
1284797,New York,2012-10-25,27,15,,6.0,Bronx
1284798,New York,2012-10-26,38,8,6.0,,Bronx
1284799,New York,2012-10-26,38,8,6.0,8.0,Bronx
1284800,New York,2012-10-26,38,8,,,Bronx
1284801,New York,2012-10-26,38,8,,8.0,Bronx
1284802,New York,2012-10-27,23,31,1.0,,Bronx
1284803,New York,2012-10-27,23,31,1.0,7.0,Bronx
1284804,New York,2012-10-27,23,31,,,Bronx
1284805,New York,2012-10-27,23,31,,7.0,Bronx
1284806,New York,2012-10-28,8,26,0.0,,Bronx
1284807,New York,2012-10-28,8,26,0.0,6.0,Bronx
1284808,New York,2012-10-28,8,26,,,Bronx
1284809,New York,2012-10-28,8,26,,6.0,Bronx
1284810,New York,2012-10-29,5,26,0.0,,Bronx
1284811,New York,2012-10-29,5,26,0.0,3.0,Bronx
1284812,New York,2012-10-29,5,26,,,Bronx
1284813,New York,2012-10-29,5,26,,3.0,Bronx
1284814,New York,2012-10-30,20,19,1.0,,Bronx
1284815,New York,2012-10-30,20,19,1.0,5.0,Bronx
1284816,New York,2012-10-30,20,19,,,Bronx
1284817,New York,2012-10-30,20,19,,5.0,Bronx
1284818,New York,2012-10-31,25,8,7.0,,Bronx
1284819,New York,2012-10-31,25,8,7.0,9.0,Bronx
1284820,New York,2012-10-31,25,8,,,Bronx
1284821,New York,2012-10-31,25,8,,9.0,Bronx
1284822,New York,2012-11-01,20,6,7.0,,Bronx
1284823,New York,2012-11-01,20,6,7.0,10.0,Bronx
1284824,New York,2012-11-01,20,6,,,Bronx
1284825,New York,2012-11-01,20,6,,10.0,Bronx
1284826,New York,2012-11-02,21,20,13.0,,Bronx
1284827,New York,2012-11-02,21,20,13.0,7.0,Bronx
1284828,New York,2012-11-02,21,20,,,Bronx
1284829,New York,2012-11-02,21,20,,7.0,Bronx
1284830,New York,2012-11-03,14,22,10.0,,Bronx
1284831,New York,2012-11-03,14,22,10.0,6.0,Bronx
1284832,New York,2012-11-03,14,22,,,Bronx
1284833,New York,2012-11-03,14,22,,6.0,Bronx
1284834,New York,2012-11-04,19,20,11.0,,Bronx
1284835,New York,2012-11-04,19,20,11.0,6.0,Bronx
1284836,New York,2012-11-04,19,20,,,Bronx
1284837,New York,2012-11-04,19,20,,6.0,Bronx
1284838,New York,2012-11-05,23,23,6.0,,Bronx
1284839,New York,2012-11-05,23,23,6.0,6.0,Bronx
1284840,New York,2012-11-05,23,23,,,Bronx
1284841,New York,2012-11-05,23,23,,6.0,Bronx
1284842,New York,2012-11-06,35,22,11.0,,Bronx
1284843,New York,2012-11-06,35,22,11.0,6.0,Bronx
1284844,New York,2012-11-06,35,22,,,Bronx
1284845,New York,2012-11-06,35,22,,6.0,Bronx
1284846,New York,2012-11-07,24,22,3.0,,Bronx
1284847,New York,2012-11-07,24,22,3.0,5.0,Bronx
1284848,New York,2012-11-07,24,22,,,Bronx
1284849,New York,2012-11-07,24,22,,5.0,Bronx
1284850,New York,2012-11-08,24,17,9.0,,Bronx
1284851,New York,2012-11-08,24,17,9.0,5.0,Bronx
1284852,New York,2012-11-08,24,17,,,Bronx
1284853,New York,2012-11-08,24,17,,5.0,Bronx
1284854,New York,2012-11-09,28,20,11.0,,Bronx
1284855,New York,2012-11-09,28,20,11.0,3.0,Bronx
1284856,New York,2012-11-09,28,20,,,Bronx
1284857,New York,2012-11-09,28,20,,3.0,Bronx
1284858,New York,2012-11-10,43,8,23.0,,Bronx
1284859,New York,2012-11-10,43,8,23.0,8.0,Bronx
1284860,New York,2012-11-10,43,8,,,Bronx
1284861,New York,2012-11-10,43,8,,8.0,Bronx
1284862,New York,2012-11-11,48,30,16.0,,Bronx
1284863,New York,2012-11-11,48,30,16.0,14.0,Bronx
1284864,New York,2012-11-11,48,30,,,Bronx
1284865,New York,2012-11-11,48,30,,14.0,Bronx
1284866,New York,2012-11-12,47,27,4.0,,Bronx
1284867,New York,2012-11-12,47,27,4.0,7.0,Bronx
1284868,New York,2012-11-12,47,27,,,Bronx
1284869,New York,2012-11-12,47,27,,7.0,Bronx
1284870,New York,2012-11-13,24,22,4.0,,Bronx
1284871,New York,2012-11-13,24,22,4.0,2.0,Bronx
1284872,New York,2012-11-13,24,22,,,Bronx
1284873,New York,2012-11-13,24,22,,2.0,Bronx
1284874,New York,2012-11-14,25,17,7.0,,Bronx
1284875,New York,2012-11-14,25,17,7.0,2.0,Bronx
1284876,New York,2012-11-14,25,17,,,Bronx
1284877,New York,2012-11-14,25,17,,2.0,Bronx
1284878,New York,2012-11-15,26,14,11.0,,Bronx
1284879,New York,2012-11-15,26,14,11.0,3.0,Bronx
1284880,New York,2012-11-15,26,14,,,Bronx
1284881,New York,2012-11-15,26,14,,3.0,Bronx
1284882,New York,2012-11-16,26,10,11.0,,Bronx
1284883,New York,2012-11-16,26,10,11.0,3.0,Bronx
1284884,New York,2012-11-16,26,10,,,Bronx
1284885,New York,2012-11-16,26,10,,3.0,Bronx
1284886,New York,2012-11-17,33,21,11.0,,Bronx
1284887,New York,2012-11-17,33,21,11.0,3.0,Bronx
1284888,New York,2012-11-17,33,21,,,Bronx
1284889,New York,2012-11-17,33,21,,3.0,Bronx
1284890,New York,2012-11-18,34,22,14.0,,Bronx
1284891,New York,2012-11-18,34,22,14.0,5.0,Bronx
1284892,New York,2012-11-18,34,22,,,Bronx
1284893,New York,2012-11-18,34,22,,5.0,Bronx
1284894,New York,2012-11-19,40,17,13.0,,Bronx
1284895,New York,2012-11-19,40,17,13.0,7.0,Bronx
1284896,New York,2012-11-19,40,17,,,Bronx
1284897,New York,2012-11-19,40,17,,7.0,Bronx
1284898,New York,2012-11-20,39,14,17.0,,Bronx
1284899,New York,2012-11-20,39,14,17.0,7.0,Bronx
1284900,New York,2012-11-20,39,14,,,Bronx
1284901,New York,2012-11-20,39,14,,7.0,Bronx
1284902,New York,2012-11-21,42,21,16.0,,Bronx
1284903,New York,2012-11-21,42,21,16.0,8.0,Bronx
1284904,New York,2012-11-21,42,21,,,Bronx
1284905,New York,2012-11-21,42,21,,8.0,Bronx
1284906,New York,2012-11-22,42,25,16.0,,Bronx
1284907,New York,2012-11-22,42,25,16.0,10.0,Bronx
1284908,New York,2012-11-22,42,25,,,Bronx
1284909,New York,2012-11-22,42,25,,10.0,Bronx
1284910,New York,2012-11-23,45,19,14.0,,Bronx
1284911,New York,2012-11-23,45,19,14.0,14.0,Bronx
1284912,New York,2012-11-23,45,19,,,Bronx
1284913,New York,2012-11-23,45,19,,14.0,Bronx
1284914,New York,2012-11-24,29,20,9.0,,Bronx
1284915,New York,2012-11-24,29,20,9.0,6.0,Bronx
1284916,New York,2012-11-24,29,20,,,Bronx
1284917,New York,2012-11-24,29,20,,6.0,Bronx
1284918,New York,2012-11-25,23,23,10.0,,Bronx
1284919,New York,2012-11-25,23,23,10.0,5.0,Bronx
1284920,New York,2012-11-25,23,23,,,Bronx
1284921,New York,2012-11-25,23,23,,5.0,Bronx
1284922,New York,2012-11-26,35,18,24.0,,Bronx
1284923,New York,2012-11-26,35,18,24.0,6.0,Bronx
1284924,New York,2012-11-26,35,18,,,Bronx
1284925,New York,2012-11-26,35,18,,6.0,Bronx
1284926,New York,2012-11-27,38,8,14.0,,Bronx
1284927,New York,2012-11-27,38,8,14.0,7.0,Bronx
1284928,New York,2012-11-27,38,8,,,Bronx
1284929,New York,2012-11-27,38,8,,7.0,Bronx
1284930,New York,2012-11-28,31,17,14.0,,Bronx
1284931,New York,2012-11-28,31,17,14.0,8.0,Bronx
1284932,New York,2012-11-28,31,17,,,Bronx
1284933,New York,2012-11-28,31,17,,8.0,Bronx
1284934,New York,2012-11-29,32,10,19.0,,Bronx
1284935,New York,2012-11-29,32,10,19.0,6.0,Bronx
1284936,New York,2012-11-29,32,10,,,Bronx
1284937,New York,2012-11-29,32,10,,6.0,Bronx
1284938,New York,2012-11-30,42,14,43.0,,Bronx
1284939,New York,2012-11-30,42,14,43.0,7.0,Bronx
1284940,New York,2012-11-30,42,14,,,Bronx
1284941,New York,2012-11-30,42,14,,7.0,Bronx
1284942,New York,2012-12-01,24,16,3.0,,Bronx
1284943,New York,2012-12-01,24,16,3.0,6.0,Bronx
1284944,New York,2012-12-01,24,16,,,Bronx
1284945,New York,2012-12-01,24,16,,6.0,Bronx
1284946,New York,2012-12-02,42,4,21.0,,Bronx
1284947,New York,2012-12-02,42,4,21.0,10.0,Bronx
1284948,New York,2012-12-02,42,4,,,Bronx
1284949,New York,2012-12-02,42,4,,10.0,Bronx
1284950,New York,2012-12-03,43,14,39.0,,Bronx
1284951,New York,2012-12-03,43,14,39.0,13.0,Bronx
1284952,New York,2012-12-03,43,14,,,Bronx
1284953,New York,2012-12-03,43,14,,13.0,Bronx
1284954,New York,2012-12-04,39,14,9.0,,Bronx
1284955,New York,2012-12-04,39,14,9.0,13.0,Bronx
1284956,New York,2012-12-04,39,14,,,Bronx
1284957,New York,2012-12-04,39,14,,13.0,Bronx
1284958,New York,2012-12-05,37,21,7.0,,Bronx
1284959,New York,2012-12-05,37,21,7.0,7.0,Bronx
1284960,New York,2012-12-05,37,21,,,Bronx
1284961,New York,2012-12-05,37,21,,7.0,Bronx
1284962,New York,2012-12-06,44,21,20.0,,Bronx
1284963,New York,2012-12-06,44,21,20.0,9.0,Bronx
1284964,New York,2012-12-06,44,21,,,Bronx
1284965,New York,2012-12-06,44,21,,9.0,Bronx
1284966,New York,2012-12-07,50,3,30.0,,Bronx
1284967,New York,2012-12-07,50,3,30.0,17.0,Bronx
1284968,New York,2012-12-07,50,3,,,Bronx
1284969,New York,2012-12-07,50,3,,17.0,Bronx
1284970,New York,2012-12-08,40,2,26.0,,Bronx
1284971,New York,2012-12-08,40,2,26.0,17.0,Bronx
1284972,New York,2012-12-08,40,2,,,Bronx
1284973,New York,2012-12-08,40,2,,17.0,Bronx
1284974,New York,2012-12-09,25,14,9.0,,Bronx
1284975,New York,2012-12-09,25,14,9.0,8.0,Bronx
1284976,New York,2012-12-09,25,14,,,Bronx
1284977,New York,2012-12-09,25,14,,8.0,Bronx
1284978,New York,2012-12-10,42,9,7.0,,Bronx
1284979,New York,2012-12-10,42,9,7.0,13.0,Bronx
1284980,New York,2012-12-10,42,9,,,Bronx
1284981,New York,2012-12-10,42,9,,13.0,Bronx
1284982,New York,2012-12-11,22,18,13.0,,Bronx
1284983,New York,2012-12-11,22,18,13.0,8.0,Bronx
1284984,New York,2012-12-11,22,18,,,Bronx
1284985,New York,2012-12-11,22,18,,8.0,Bronx
1284986,New York,2012-12-12,30,18,16.0,,Bronx
1284987,New York,2012-12-12,30,18,16.0,7.0,Bronx
1284988,New York,2012-12-12,30,18,,,Bronx
1284989,New York,2012-12-12,30,18,,7.0,Bronx
1284990,New York,2012-12-13,39,19,21.0,,Bronx
1284991,New York,2012-12-13,39,19,21.0,10.0,Bronx
1284992,New York,2012-12-13,39,19,,,Bronx
1284993,New York,2012-12-13,39,19,,10.0,Bronx
1284994,New York,2012-12-14,43,9,24.0,,Bronx
1284995,New York,2012-12-14,43,9,24.0,11.0,Bronx
1284996,New York,2012-12-14,43,9,,,Bronx
1284997,New York,2012-12-14,43,9,,11.0,Bronx
1284998,New York,2012-12-15,32,14,20.0,,Bronx
1284999,New York,2012-12-15,32,14,20.0,13.0,Bronx
1285000,New York,2012-12-15,32,14,,,Bronx
1285001,New York,2012-12-15,32,14,,13.0,Bronx
1285002,New York,2012-12-16,21,25,3.0,,Bronx
1285003,New York,2012-12-16,21,25,3.0,8.0,Bronx
1285004,New York,2012-12-16,21,25,,,Bronx
1285005,New York,2012-12-16,21,25,,8.0,Bronx
1285006,New York,2012-12-17,21,19,3.0,,Bronx
1285007,New York,2012-12-17,21,19,3.0,7.0,Bronx
1285008,New York,2012-12-17,21,19,,,Bronx
1285009,New York,2012-12-17,21,19,,7.0,Bronx
1285010,New York,2012-12-18,29,15,16.0,,Bronx
1285011,New York,2012-12-18,29,15,16.0,9.0,Bronx
1285012,New York,2012-12-18,29,15,,,Bronx
1285013,New York,2012-12-18,29,15,,9.0,Bronx
1285014,New York,2012-12-19,19,19,11.0,,Bronx
1285015,New York,2012-12-19,19,19,11.0,7.0,Bronx
1285016,New York,2012-12-19,19,19,,,Bronx
1285017,New York,2012-12-19,19,19,,7.0,Bronx
1285018,New York,2012-12-20,31,25,20.0,,Bronx
1285019,New York,2012-12-20,31,25,20.0,10.0,Bronx
1285020,New York,2012-12-20,31,25,,,Bronx
1285021,New York,2012-12-20,31,25,,10.0,Bronx
1285022,New York,2012-12-21,17,28,7.0,,Bronx
1285023,New York,2012-12-21,17,28,7.0,8.0,Bronx
1285024,New York,2012-12-21,17,28,,,Bronx
1285025,New York,2012-12-21,17,28,,8.0,Bronx
1285026,New York,2012-12-22,17,23,7.0,,Bronx
1285027,New York,2012-12-22,17,23,7.0,7.0,Bronx
1285028,New York,2012-12-22,17,23,,,Bronx
1285029,New York,2012-12-22,17,23,,7.0,Bronx
1285030,New York,2012-12-23,37,20,21.0,,Bronx
1285031,New York,2012-12-23,37,20,21.0,9.0,Bronx
1285032,New York,2012-12-23,37,20,,,Bronx
1285033,New York,2012-12-23,37,20,,9.0,Bronx
1285034,New York,2012-12-24,34,15,21.0,,Bronx
1285035,New York,2012-12-24,34,15,21.0,9.0,Bronx
1285036,New York,2012-12-24,34,15,,,Bronx
1285037,New York,2012-12-24,34,15,,9.0,Bronx
1285038,New York,2012-12-25,24,15,11.0,,Bronx
1285039,New York,2012-12-25,24,15,11.0,10.0,Bronx
1285040,New York,2012-12-25,24,15,,,Bronx
1285041,New York,2012-12-25,24,15,,10.0,Bronx
1285042,New York,2012-12-26,27,25,10.0,,Bronx
1285043,New York,2012-12-26,27,25,10.0,8.0,Bronx
1285044,New York,2012-12-26,27,25,,,Bronx
1285045,New York,2012-12-26,27,25,,8.0,Bronx
1285046,New York,2012-12-27,18,22,7.0,,Bronx
1285047,New York,2012-12-27,18,22,7.0,6.0,Bronx
1285048,New York,2012-12-27,18,22,,,Bronx
1285049,New York,2012-12-27,18,22,,6.0,Bronx
1285050,New York,2012-12-28,26,19,10.0,,Bronx
1285051,New York,2012-12-28,26,19,10.0,6.0,Bronx
1285052,New York,2012-12-28,26,19,,,Bronx
1285053,New York,2012-12-28,26,19,,6.0,Bronx
1285054,New York,2012-12-29,26,17,10.0,,Bronx
1285055,New York,2012-12-29,26,17,10.0,7.0,Bronx
1285056,New York,2012-12-29,26,17,,,Bronx
1285057,New York,2012-12-29,26,17,,7.0,Bronx
1285058,New York,2012-12-30,16,26,10.0,,Bronx
1285059,New York,2012-12-30,16,26,10.0,6.0,Bronx
1285060,New York,2012-12-30,16,26,,,Bronx
1285061,New York,2012-12-30,16,26,,6.0,Bronx
1285062,New York,2012-12-31,34,17,11.0,,Bronx
1285063,New York,2012-12-31,34,17,11.0,6.0,Bronx
1285064,New York,2012-12-31,34,17,,,Bronx
1285065,New York,2012-12-31,34,17,,6.0,Bronx
1285066,New York,2012-01-01,21,19,20.0,,Queens
1285067,New York,2012-01-01,21,19,20.0,6.0,Queens
1285068,New York,2012-01-01,21,19,,,Queens
1285069,New York,2012-01-01,21,19,,6.0,Queens
1285070,New York,2012-01-02,19,23,4.0,,Queens
1285071,New York,2012-01-02,19,23,4.0,2.0,Queens
1285072,New York,2012-01-02,19,23,,,Queens
1285073,New York,2012-01-02,19,23,,2.0,Queens
1285074,New York,2012-01-03,17,21,6.0,,Queens
1285075,New York,2012-01-03,17,21,6.0,2.0,Queens
1285076,New York,2012-01-03,17,21,,,Queens
1285077,New York,2012-01-03,17,21,,2.0,Queens
1285078,New York,2012-01-04,34,12,14.0,,Queens
1285079,New York,2012-01-04,34,12,14.0,3.0,Queens
1285080,New York,2012-01-04,34,12,,,Queens
1285081,New York,2012-01-04,34,12,,3.0,Queens
1285082,New York,2012-01-05,34,14,17.0,,Queens
1285083,New York,2012-01-05,34,14,17.0,6.0,Queens
1285084,New York,2012-01-05,34,14,,,Queens
1285085,New York,2012-01-05,34,14,,6.0,Queens
1285086,New York,2012-01-06,42,11,13.0,,Queens
1285087,New York,2012-01-06,42,11,13.0,6.0,Queens
1285088,New York,2012-01-06,42,11,,,Queens
1285089,New York,2012-01-06,42,11,,6.0,Queens
1285090,New York,2012-01-07,41,28,23.0,,Queens
1285091,New York,2012-01-07,41,28,23.0,7.0,Queens
1285092,New York,2012-01-07,41,28,,,Queens
1285093,New York,2012-01-07,41,28,,7.0,Queens
1285094,New York,2012-01-08,19,22,6.0,,Queens
1285095,New York,2012-01-08,19,22,6.0,2.0,Queens
1285096,New York,2012-01-08,19,22,,,Queens
1285097,New York,2012-01-08,19,22,,2.0,Queens
1285098,New York,2012-01-09,30,16,11.0,,Queens
1285099,New York,2012-01-09,30,16,11.0,3.0,Queens
1285100,New York,2012-01-09,30,16,,,Queens
1285101,New York,2012-01-09,30,16,,3.0,Queens
1285102,New York,2012-01-10,31,12,14.0,,Queens
1285103,New York,2012-01-10,31,12,14.0,3.0,Queens
1285104,New York,2012-01-10,31,12,,,Queens
1285105,New York,2012-01-10,31,12,,3.0,Queens
1285106,New York,2012-01-11,57,22,24.0,,Queens
1285107,New York,2012-01-11,57,22,24.0,9.0,Queens
1285108,New York,2012-01-11,57,22,,,Queens
1285109,New York,2012-01-11,57,22,,9.0,Queens
1285110,New York,2012-01-12,29,25,3.0,,Queens
1285111,New York,2012-01-12,29,25,3.0,3.0,Queens
1285112,New York,2012-01-12,29,25,,,Queens
1285113,New York,2012-01-12,29,25,,3.0,Queens
1285114,New York,2012-01-13,25,13,4.0,,Queens
1285115,New York,2012-01-13,25,13,4.0,3.0,Queens
1285116,New York,2012-01-13,25,13,,,Queens
1285117,New York,2012-01-13,25,13,,3.0,Queens
1285118,New York,2012-01-14,15,25,6.0,,Queens
1285119,New York,2012-01-14,15,25,6.0,2.0,Queens
1285120,New York,2012-01-14,15,25,,,Queens
1285121,New York,2012-01-14,15,25,,2.0,Queens
1285122,New York,2012-01-15,21,26,9.0,,Queens
1285123,New York,2012-01-15,21,26,9.0,2.0,Queens
1285124,New York,2012-01-15,21,26,,,Queens
1285125,New York,2012-01-15,21,26,,2.0,Queens
1285126,New York,2012-01-16,37,24,16.0,,Queens
1285127,New York,2012-01-16,37,24,16.0,3.0,Queens
1285128,New York,2012-01-16,37,24,,,Queens
1285129,New York,2012-01-16,37,24,,3.0,Queens
1285130,New York,2012-01-17,34,20,10.0,,Queens
1285131,New York,2012-01-17,34,20,10.0,5.0,Queens
1285132,New York,2012-01-17,34,20,,,Queens
1285133,New York,2012-01-17,34,20,,5.0,Queens
1285134,New York,2012-01-18,20,24,6.0,,Queens
1285135,New York,2012-01-18,20,24,6.0,3.0,Queens
1285136,New York,2012-01-18,20,24,,,Queens
1285137,New York,2012-01-18,20,24,,3.0,Queens
1285138,New York,2012-01-19,31,22,6.0,,Queens
1285139,New York,2012-01-19,31,22,6.0,2.0,Queens
1285140,New York,2012-01-19,31,22,,,Queens
1285141,New York,2012-01-19,31,22,,2.0,Queens
1285142,New York,2012-01-20,25,19,10.0,,Queens
1285143,New York,2012-01-20,25,19,10.0,2.0,Queens
1285144,New York,2012-01-20,25,19,,,Queens
1285145,New York,2012-01-20,25,19,,2.0,Queens
1285146,New York,2012-01-21,21,18,7.0,,Queens
1285147,New York,2012-01-21,21,18,7.0,3.0,Queens
1285148,New York,2012-01-21,21,18,,,Queens
1285149,New York,2012-01-21,21,18,,3.0,Queens
1285150,New York,2012-01-22,28,21,6.0,,Queens
1285151,New York,2012-01-22,28,21,6.0,3.0,Queens
1285152,New York,2012-01-22,28,21,,,Queens
1285153,New York,2012-01-22,28,21,,3.0,Queens
1285154,New York,2012-01-23,34,19,7.0,,Queens
1285155,New York,2012-01-23,34,19,7.0,5.0,Queens
1285156,New York,2012-01-23,34,19,,,Queens
1285157,New York,2012-01-23,34,19,,5.0,Queens
1285158,New York,2012-01-24,24,15,14.0,,Queens
1285159,New York,2012-01-24,24,15,14.0,5.0,Queens
1285160,New York,2012-01-24,24,15,,,Queens
1285161,New York,2012-01-24,24,15,,5.0,Queens
1285162,New York,2012-01-25,28,15,6.0,,Queens
1285163,New York,2012-01-25,28,15,6.0,3.0,Queens
1285164,New York,2012-01-25,28,15,,,Queens
1285165,New York,2012-01-25,28,15,,3.0,Queens
1285166,New York,2012-01-26,27,6,9.0,,Queens
1285167,New York,2012-01-26,27,6,9.0,3.0,Queens
1285168,New York,2012-01-26,27,6,,,Queens
1285169,New York,2012-01-26,27,6,,3.0,Queens
1285170,New York,2012-01-27,32,20,7.0,,Queens
1285171,New York,2012-01-27,32,20,7.0,5.0,Queens
1285172,New York,2012-01-27,32,20,,,Queens
1285173,New York,2012-01-27,32,20,,5.0,Queens
1285174,New York,2012-01-28,28,25,6.0,,Queens
1285175,New York,2012-01-28,28,25,6.0,2.0,Queens
1285176,New York,2012-01-28,28,25,,,Queens
1285177,New York,2012-01-28,28,25,,2.0,Queens
1285178,New York,2012-01-29,20,27,6.0,,Queens
1285179,New York,2012-01-29,20,27,6.0,2.0,Queens
1285180,New York,2012-01-29,20,27,,,Queens
1285181,New York,2012-01-29,20,27,,2.0,Queens
1285182,New York,2012-01-30,34,26,9.0,,Queens
1285183,New York,2012-01-30,34,26,9.0,3.0,Queens
1285184,New York,2012-01-30,34,26,,,Queens
1285185,New York,2012-01-30,34,26,,3.0,Queens
1285186,New York,2012-01-31,48,15,16.0,,Queens
1285187,New York,2012-01-31,48,15,16.0,5.0,Queens
1285188,New York,2012-01-31,48,15,,,Queens
1285189,New York,2012-01-31,48,15,,5.0,Queens
1285190,New York,2012-02-01,36,24,13.0,,Queens
1285191,New York,2012-02-01,36,24,13.0,5.0,Queens
1285192,New York,2012-02-01,36,24,,,Queens
1285193,New York,2012-02-01,36,24,,5.0,Queens
1285194,New York,2012-02-02,29,22,7.0,,Queens
1285195,New York,2012-02-02,29,22,7.0,2.0,Queens
1285196,New York,2012-02-02,29,22,,,Queens
1285197,New York,2012-02-02,29,22,,2.0,Queens
1285198,New York,2012-02-03,38,23,10.0,,Queens
1285199,New York,2012-02-03,38,23,10.0,3.0,Queens
1285200,New York,2012-02-03,38,23,,,Queens
1285201,New York,2012-02-03,38,23,,3.0,Queens
1285202,New York,2012-02-04,37,23,16.0,,Queens
1285203,New York,2012-02-04,37,23,16.0,5.0,Queens
1285204,New York,2012-02-04,37,23,,,Queens
1285205,New York,2012-02-04,37,23,,5.0,Queens
1285206,New York,2012-02-05,25,25,6.0,,Queens
1285207,New York,2012-02-05,25,25,6.0,2.0,Queens
1285208,New York,2012-02-05,25,25,,,Queens
1285209,New York,2012-02-05,25,25,,2.0,Queens
1285210,New York,2012-02-06,37,19,19.0,,Queens
1285211,New York,2012-02-06,37,19,19.0,5.0,Queens
1285212,New York,2012-02-06,37,19,,,Queens
1285213,New York,2012-02-06,37,19,,5.0,Queens
1285214,New York,2012-02-07,40,22,17.0,,Queens
1285215,New York,2012-02-07,40,22,17.0,5.0,Queens
1285216,New York,2012-02-07,40,22,,,Queens
1285217,New York,2012-02-07,40,22,,5.0,Queens
1285218,New York,2012-02-08,45,19,19.0,,Queens
1285219,New York,2012-02-08,45,19,19.0,7.0,Queens
1285220,New York,2012-02-08,45,19,,,Queens
1285221,New York,2012-02-08,45,19,,7.0,Queens
1285222,New York,2012-02-09,38,21,13.0,,Queens
1285223,New York,2012-02-09,38,21,13.0,7.0,Queens
1285224,New York,2012-02-09,38,21,,,Queens
1285225,New York,2012-02-09,38,21,,7.0,Queens
1285226,New York,2012-02-10,41,16,29.0,,Queens
1285227,New York,2012-02-10,41,16,29.0,6.0,Queens
1285228,New York,2012-02-10,41,16,,,Queens
1285229,New York,2012-02-10,41,16,,6.0,Queens
1285230,New York,2012-02-11,29,25,9.0,,Queens
1285231,New York,2012-02-11,29,25,9.0,3.0,Queens
1285232,New York,2012-02-11,29,25,,,Queens
1285233,New York,2012-02-11,29,25,,3.0,Queens
1285234,New York,2012-02-12,15,27,9.0,,Queens
1285235,New York,2012-02-12,15,27,9.0,2.0,Queens
1285236,New York,2012-02-12,15,27,,,Queens
1285237,New York,2012-02-12,15,27,,2.0,Queens
1285238,New York,2012-02-13,36,24,10.0,,Queens
1285239,New York,2012-02-13,36,24,10.0,3.0,Queens
1285240,New York,2012-02-13,36,24,,,Queens
1285241,New York,2012-02-13,36,24,,3.0,Queens
1285242,New York,2012-02-14,43,20,27.0,,Queens
1285243,New York,2012-02-14,43,20,27.0,6.0,Queens
1285244,New York,2012-02-14,43,20,,,Queens
1285245,New York,2012-02-14,43,20,,6.0,Queens
1285246,New York,2012-02-15,48,9,13.0,,Queens
1285247,New York,2012-02-15,48,9,13.0,5.0,Queens
1285248,New York,2012-02-15,48,9,,,Queens
1285249,New York,2012-02-15,48,9,,5.0,Queens
1285250,New York,2012-02-16,35,17,21.0,,Queens
1285251,New York,2012-02-16,35,17,21.0,6.0,Queens
1285252,New York,2012-02-16,35,17,,,Queens
1285253,New York,2012-02-16,35,17,,6.0,Queens
1285254,New York,2012-02-17,31,26,7.0,,Queens
1285255,New York,2012-02-17,31,26,7.0,3.0,Queens
1285256,New York,2012-02-17,31,26,,,Queens
1285257,New York,2012-02-17,31,26,,3.0,Queens
1285258,New York,2012-02-18,29,28,6.0,,Queens
1285259,New York,2012-02-18,29,28,6.0,3.0,Queens
1285260,New York,2012-02-18,29,28,,,Queens
1285261,New York,2012-02-18,29,28,,3.0,Queens
1285262,New York,2012-02-19,38,31,7.0,,Queens
1285263,New York,2012-02-19,38,31,7.0,3.0,Queens
1285264,New York,2012-02-19,38,31,,,Queens
1285265,New York,2012-02-19,38,31,,3.0,Queens
1285266,New York,2012-02-20,36,27,7.0,,Queens
1285267,New York,2012-02-20,36,27,7.0,3.0,Queens
1285268,New York,2012-02-20,36,27,,,Queens
1285269,New York,2012-02-20,36,27,,3.0,Queens
1285270,New York,2012-02-21,42,34,19.0,,Queens
1285271,New York,2012-02-21,42,34,19.0,5.0,Queens
1285272,New York,2012-02-21,42,34,,,Queens
1285273,New York,2012-02-21,42,34,,5.0,Queens
1285274,New York,2012-02-22,40,26,23.0,,Queens
1285275,New York,2012-02-22,40,26,23.0,5.0,Queens
1285276,New York,2012-02-22,40,26,,,Queens
1285277,New York,2012-02-22,40,26,,5.0,Queens
1285278,New York,2012-02-23,41,30,19.0,,Queens
1285279,New York,2012-02-23,41,30,19.0,3.0,Queens
1285280,New York,2012-02-23,41,30,,,Queens
1285281,New York,2012-02-23,41,30,,3.0,Queens
1285282,New York,2012-02-24,35,26,7.0,,Queens
1285283,New York,2012-02-24,35,26,7.0,3.0,Queens
1285284,New York,2012-02-24,35,26,,,Queens
1285285,New York,2012-02-24,35,26,,3.0,Queens
1285286,New York,2012-02-25,10,33,1.0,,Queens
1285287,New York,2012-02-25,10,33,1.0,3.0,Queens
1285288,New York,2012-02-25,10,33,,,Queens
1285289,New York,2012-02-25,10,33,,3.0,Queens
1285290,New York,2012-02-26,47,33,14.0,,Queens
1285291,New York,2012-02-26,47,33,14.0,5.0,Queens
1285292,New York,2012-02-26,47,33,,,Queens
1285293,New York,2012-02-26,47,33,,5.0,Queens
1285294,New York,2012-02-27,49,33,14.0,,Queens
1285295,New York,2012-02-27,49,33,14.0,7.0,Queens
1285296,New York,2012-02-27,49,33,,,Queens
1285297,New York,2012-02-27,49,33,,7.0,Queens
1285298,New York,2012-02-28,31,30,6.0,,Queens
1285299,New York,2012-02-28,31,30,6.0,3.0,Queens
1285300,New York,2012-02-28,31,30,,,Queens
1285301,New York,2012-02-28,31,30,,3.0,Queens
1285302,New York,2012-02-29,40,30,7.0,,Queens
