,City,Date Local,NO2 AQI,O3 AQI,SO2 AQI,CO AQI,County
1416824,New York,2013-03-25,31,30,,,Queens
1416825,New York,2013-03-25,31,30,,2.0,Queens
1416826,New York,2013-03-26,45,34,9.0,,Queens
1416827,New York,2013-03-26,45,34,9.0,5.0,Queens
1416828,New York,2013-03-26,45,34,,,Queens
1416829,New York,2013-03-26,45,34,,5.0,Queens
1416830,New York,2013-03-27,29,39,4.0,,Queens
1416831,New York,2013-03-27,29,39,4.0,3.0,Queens
1416832,New York,2013-03-27,29,39,,,Queens
1416833,New York,2013-03-27,29,39,,3.0,Queens
1416834,New York,2013-03-28,35,33,6.0,,Queens
1416835,New York,2013-03-28,35,33,6.0,2.0,Queens
1416836,New York,2013-03-28,35,33,,,Queens
1416837,New York,2013-03-28,35,33,,2.0,Queens
1416838,New York,2013-03-29,36,35,3.0,,Queens
1416839,New York,2013-03-29,36,35,3.0,2.0,Queens
1416840,New York,2013-03-29,36,35,,,Queens
1416841,New York,2013-03-29,36,35,,2.0,Queens
1416842,New York,2013-03-30,60,43,4.0,,Queens
1416843,New York,2013-03-30,60,43,4.0,6.0,Queens
1416844,New York,2013-03-30,60,43,,,Queens
1416845,New York,2013-03-30,60,43,,6.0,Queens
1416846,New York,2013-03-31,52,46,6.0,,Queens
1416847,New York,2013-03-31,52,46,6.0,7.0,Queens
1416848,New York,2013-03-31,52,46,,,Queens
1416849,New York,2013-03-31,52,46,,7.0,Queens
1416850,New York,2013-04-01,36,36,6.0,,Queens
1416851,New York,2013-04-01,36,36,6.0,3.0,Queens
1416852,New York,2013-04-01,36,36,,,Queens
1416853,New York,2013-04-01,36,36,,3.0,Queens
1416854,New York,2013-04-02,16,41,3.0,,Queens
1416855,New York,2013-04-02,16,41,3.0,2.0,Queens
1416856,New York,2013-04-02,16,41,,,Queens
1416857,New York,2013-04-02,16,41,,2.0,Queens
1416858,New York,2013-04-03,23,44,4.0,,Queens
1416859,New York,2013-04-03,23,44,4.0,2.0,Queens
1416860,New York,2013-04-03,23,44,,,Queens
1416861,New York,2013-04-03,23,44,,2.0,Queens
1416862,New York,2013-04-04,33,35,6.0,,Queens
1416863,New York,2013-04-04,33,35,6.0,3.0,Queens
1416864,New York,2013-04-04,33,35,,,Queens
1416865,New York,2013-04-04,33,35,,3.0,Queens
1416866,New York,2013-04-05,48,44,9.0,,Queens
1416867,New York,2013-04-05,48,44,9.0,3.0,Queens
1416868,New York,2013-04-05,48,44,,,Queens
1416869,New York,2013-04-05,48,44,,3.0,Queens
1416870,New York,2013-04-06,19,41,1.0,,Queens
1416871,New York,2013-04-06,19,41,1.0,2.0,Queens
1416872,New York,2013-04-06,19,41,,,Queens
1416873,New York,2013-04-06,19,41,,2.0,Queens
1416874,New York,2013-04-07,28,41,3.0,,Queens
1416875,New York,2013-04-07,28,41,3.0,2.0,Queens
1416876,New York,2013-04-07,28,41,,,Queens
1416877,New York,2013-04-07,28,41,,2.0,Queens
1416878,New York,2013-04-08,61,33,16.0,,Queens
1416879,New York,2013-04-08,61,33,16.0,7.0,Queens
1416880,New York,2013-04-08,61,33,,,Queens
1416881,New York,2013-04-08,61,33,,7.0,Queens
1416882,New York,2013-04-09,54,44,6.0,,Queens
1416883,New York,2013-04-09,54,44,6.0,5.0,Queens
1416884,New York,2013-04-09,54,44,,,Queens
1416885,New York,2013-04-09,54,44,,5.0,Queens
1416886,New York,2013-04-10,39,32,1.0,,Queens
1416887,New York,2013-04-10,39,32,1.0,5.0,Queens
1416888,New York,2013-04-10,39,32,,,Queens
1416889,New York,2013-04-10,39,32,,5.0,Queens
1416890,New York,2013-04-16,21,20,0.0,,Queens
1416891,New York,2013-04-16,21,20,0.0,2.0,Queens
1416892,New York,2013-04-16,21,20,,,Queens
1416893,New York,2013-04-16,21,20,,2.0,Queens
1416894,New York,2013-04-17,38,28,0.0,,Queens
1416895,New York,2013-04-17,38,28,0.0,3.0,Queens
1416896,New York,2013-04-17,38,28,,,Queens
1416897,New York,2013-04-17,38,28,,3.0,Queens
1416898,New York,2013-04-18,29,23,0.0,,Queens
1416899,New York,2013-04-18,29,23,0.0,3.0,Queens
1416900,New York,2013-04-18,29,23,,,Queens
1416901,New York,2013-04-18,29,23,,3.0,Queens
1416902,New York,2013-04-19,22,27,0.0,,Queens
1416903,New York,2013-04-19,22,27,0.0,2.0,Queens
1416904,New York,2013-04-19,22,27,,,Queens
1416905,New York,2013-04-19,22,27,,2.0,Queens
1416906,New York,2013-04-20,10,37,1.0,,Queens
1416907,New York,2013-04-20,10,37,1.0,2.0,Queens
1416908,New York,2013-04-20,10,37,,,Queens
1416909,New York,2013-04-20,10,37,,2.0,Queens
1416910,New York,2013-04-21,32,39,1.0,,Queens
1416911,New York,2013-04-21,32,39,1.0,2.0,Queens
1416912,New York,2013-04-21,32,39,,,Queens
1416913,New York,2013-04-21,32,39,,2.0,Queens
1416914,New York,2013-04-22,27,31,1.0,,Queens
1416915,New York,2013-04-22,27,31,1.0,2.0,Queens
1416916,New York,2013-04-22,27,31,,,Queens
1416917,New York,2013-04-22,27,31,,2.0,Queens
1416918,New York,2013-04-23,17,28,1.0,,Queens
1416919,New York,2013-04-23,17,28,1.0,2.0,Queens
1416920,New York,2013-04-23,17,28,,,Queens
1416921,New York,2013-04-23,17,28,,2.0,Queens
1416922,New York,2013-04-24,42,30,7.0,,Queens
1416923,New York,2013-04-24,42,30,7.0,3.0,Queens
1416924,New York,2013-04-24,42,30,,,Queens
1416925,New York,2013-04-24,42,30,,3.0,Queens
1416926,New York,2013-04-25,26,43,1.0,,Queens
1416927,New York,2013-04-25,26,43,1.0,2.0,Queens
1416928,New York,2013-04-25,26,43,,,Queens
1416929,New York,2013-04-25,26,43,,2.0,Queens
1416930,New York,2013-04-26,52,45,6.0,,Queens
1416931,New York,2013-04-26,52,45,6.0,5.0,Queens
1416932,New York,2013-04-26,52,45,,,Queens
1416933,New York,2013-04-26,52,45,,5.0,Queens
1416934,New York,2013-04-27,32,44,4.0,,Queens
1416935,New York,2013-04-27,32,44,4.0,2.0,Queens
1416936,New York,2013-04-27,32,44,,,Queens
1416937,New York,2013-04-27,32,44,,2.0,Queens
1416938,New York,2013-04-28,38,50,1.0,,Queens
1416939,New York,2013-04-28,38,50,1.0,3.0,Queens
1416940,New York,2013-04-28,38,50,,,Queens
1416941,New York,2013-04-28,38,50,,3.0,Queens
1416942,New York,2013-04-29,26,33,1.0,,Queens
1416943,New York,2013-04-29,26,33,1.0,2.0,Queens
1416944,New York,2013-04-29,26,33,,,Queens
1416945,New York,2013-04-29,26,33,,2.0,Queens
1416946,New York,2013-04-30,23,44,0.0,,Queens
1416947,New York,2013-04-30,23,44,0.0,2.0,Queens
1416948,New York,2013-04-30,23,44,,,Queens
1416949,New York,2013-04-30,23,44,,2.0,Queens
1416950,New York,2013-05-01,31,32,1.0,,Queens
1416951,New York,2013-05-01,31,32,1.0,2.0,Queens
1416952,New York,2013-05-01,31,32,,,Queens
1416953,New York,2013-05-01,31,32,,2.0,Queens
1416954,New York,2013-05-02,36,26,1.0,,Queens
1416955,New York,2013-05-02,36,26,1.0,3.0,Queens
1416956,New York,2013-05-02,36,26,,,Queens
1416957,New York,2013-05-02,36,26,,3.0,Queens
1416958,New York,2013-05-03,15,34,0.0,,Queens
1416959,New York,2013-05-03,15,34,0.0,2.0,Queens
1416960,New York,2013-05-03,15,34,,,Queens
1416961,New York,2013-05-03,15,34,,2.0,Queens
1416962,New York,2013-05-04,28,33,1.0,,Queens
1416963,New York,2013-05-04,28,33,1.0,2.0,Queens
1416964,New York,2013-05-04,28,33,,,Queens
1416965,New York,2013-05-04,28,33,,2.0,Queens
1416966,New York,2013-05-05,8,37,0.0,,Queens
1416967,New York,2013-05-05,8,37,0.0,1.0,Queens
1416968,New York,2013-05-05,8,37,,,Queens
1416969,New York,2013-05-05,8,37,,1.0,Queens
1416970,New York,2013-05-06,28,26,0.0,,Queens
1416971,New York,2013-05-06,28,26,0.0,2.0,Queens
1416972,New York,2013-05-06,28,26,,,Queens
1416973,New York,2013-05-06,28,26,,2.0,Queens
1416974,New York,2013-05-07,28,23,1.0,,Queens
1416975,New York,2013-05-07,28,23,1.0,3.0,Queens
1416976,New York,2013-05-07,28,23,,,Queens
1416977,New York,2013-05-07,28,23,,3.0,Queens
1416978,New York,2013-05-08,35,25,0.0,,Queens
1416979,New York,2013-05-08,35,25,0.0,2.0,Queens
1416980,New York,2013-05-08,35,25,,,Queens
1416981,New York,2013-05-08,35,25,,2.0,Queens
1416982,New York,2013-05-09,47,16,1.0,,Queens
1416983,New York,2013-05-09,47,16,1.0,7.0,Queens
1416984,New York,2013-05-09,47,16,,,Queens
1416985,New York,2013-05-09,47,16,,7.0,Queens
1416986,New York,2013-05-10,43,38,4.0,,Queens
1416987,New York,2013-05-10,43,38,4.0,7.0,Queens
1416988,New York,2013-05-10,43,38,,,Queens
1416989,New York,2013-05-10,43,38,,7.0,Queens
1416990,New York,2013-05-11,39,31,0.0,,Queens
1416991,New York,2013-05-11,39,31,0.0,3.0,Queens
1416992,New York,2013-05-11,39,31,,,Queens
1416993,New York,2013-05-11,39,31,,3.0,Queens
1416994,New York,2013-05-12,16,41,1.0,,Queens
1416995,New York,2013-05-12,16,41,1.0,3.0,Queens
1416996,New York,2013-05-12,16,41,,,Queens
1416997,New York,2013-05-12,16,41,,3.0,Queens
1416998,New York,2013-05-13,17,37,1.0,,Queens
1416999,New York,2013-05-13,17,37,1.0,2.0,Queens
1417000,New York,2013-05-13,17,37,,,Queens
1417001,New York,2013-05-13,17,37,,2.0,Queens
1417002,New York,2013-05-14,27,40,3.0,,Queens
1417003,New York,2013-05-14,27,40,3.0,2.0,Queens
1417004,New York,2013-05-14,27,40,,,Queens
1417005,New York,2013-05-14,27,40,,2.0,Queens
1417006,New York,2013-05-15,41,42,1.0,,Queens
1417007,New York,2013-05-15,41,42,1.0,3.0,Queens
1417008,New York,2013-05-15,41,42,,,Queens
1417009,New York,2013-05-15,41,42,,3.0,Queens
1417010,New York,2013-05-16,56,44,3.0,,Queens
1417011,New York,2013-05-16,56,44,3.0,6.0,Queens
1417012,New York,2013-05-16,56,44,,,Queens
1417013,New York,2013-05-16,56,44,,6.0,Queens
1417014,New York,2013-05-17,43,38,1.0,,Queens
1417015,New York,2013-05-17,43,38,1.0,3.0,Queens
1417016,New York,2013-05-17,43,38,,,Queens
1417017,New York,2013-05-17,43,38,,3.0,Queens
1417018,New York,2013-05-18,44,31,1.0,,Queens
1417019,New York,2013-05-18,44,31,1.0,6.0,Queens
1417020,New York,2013-05-18,44,31,,,Queens
1417021,New York,2013-05-18,44,31,,6.0,Queens
1417022,New York,2013-05-19,20,30,0.0,,Queens
1417023,New York,2013-05-19,20,30,0.0,2.0,Queens
1417024,New York,2013-05-19,20,30,,,Queens
1417025,New York,2013-05-19,20,30,,2.0,Queens
1417026,New York,2013-05-20,34,26,1.0,,Queens
1417027,New York,2013-05-20,34,26,1.0,5.0,Queens
1417028,New York,2013-05-20,34,26,,,Queens
1417029,New York,2013-05-20,34,26,,5.0,Queens
1417030,New York,2013-05-21,48,20,3.0,,Queens
1417031,New York,2013-05-21,48,20,3.0,5.0,Queens
1417032,New York,2013-05-21,48,20,,,Queens
1417033,New York,2013-05-21,48,20,,5.0,Queens
1417034,New York,2013-05-22,30,23,1.0,,Queens
1417035,New York,2013-05-22,30,23,1.0,5.0,Queens
1417036,New York,2013-05-22,30,23,,,Queens
1417037,New York,2013-05-22,30,23,,5.0,Queens
1417038,New York,2013-05-23,20,23,0.0,,Queens
1417039,New York,2013-05-23,20,23,0.0,3.0,Queens
1417040,New York,2013-05-23,20,23,,,Queens
1417041,New York,2013-05-23,20,23,,3.0,Queens
1417042,New York,2013-05-24,35,18,1.0,,Queens
1417043,New York,2013-05-24,35,18,1.0,2.0,Queens
1417044,New York,2013-05-24,35,18,,,Queens
1417045,New York,2013-05-24,35,18,,2.0,Queens
1417046,New York,2013-05-25,9,31,0.0,,Queens
1417047,New York,2013-05-25,9,31,0.0,2.0,Queens
1417048,New York,2013-05-25,9,31,,,Queens
1417049,New York,2013-05-25,9,31,,2.0,Queens
1417050,New York,2013-05-26,31,37,1.0,,Queens
1417051,New York,2013-05-26,31,37,1.0,2.0,Queens
1417052,New York,2013-05-26,31,37,,,Queens
1417053,New York,2013-05-26,31,37,,2.0,Queens
1417054,New York,2013-05-27,40,47,1.0,,Queens
1417055,New York,2013-05-27,40,47,1.0,3.0,Queens
1417056,New York,2013-05-27,40,47,,,Queens
1417057,New York,2013-05-27,40,47,,3.0,Queens
1417058,New York,2013-05-28,42,33,4.0,,Queens
1417059,New York,2013-05-28,42,33,4.0,5.0,Queens
1417060,New York,2013-05-28,42,33,,,Queens
1417061,New York,2013-05-28,42,33,,5.0,Queens
1417062,New York,2013-05-29,55,32,3.0,,Queens
1417063,New York,2013-05-29,55,32,3.0,5.0,Queens
1417064,New York,2013-05-29,55,32,,,Queens
1417065,New York,2013-05-29,55,32,,5.0,Queens
1417066,New York,2013-05-30,57,74,4.0,,Queens
1417067,New York,2013-05-30,57,74,4.0,6.0,Queens
1417068,New York,2013-05-30,57,74,,,Queens
1417069,New York,2013-05-30,57,74,,6.0,Queens
1417070,New York,2013-05-31,45,64,6.0,,Queens
1417071,New York,2013-05-31,45,64,6.0,6.0,Queens
1417072,New York,2013-05-31,45,64,,,Queens
1417073,New York,2013-05-31,45,64,,6.0,Queens
1417074,New York,2013-06-01,25,42,1.0,,Queens
1417075,New York,2013-06-01,25,42,1.0,3.0,Queens
1417076,New York,2013-06-01,25,42,,,Queens
1417077,New York,2013-06-01,25,42,,3.0,Queens
1417078,New York,2013-06-02,22,30,1.0,,Queens
1417079,New York,2013-06-02,22,30,1.0,2.0,Queens
1417080,New York,2013-06-02,22,30,,,Queens
1417081,New York,2013-06-02,22,30,,2.0,Queens
1417082,New York,2013-06-03,35,34,0.0,,Queens
1417083,New York,2013-06-03,35,34,0.0,3.0,Queens
1417084,New York,2013-06-03,35,34,,,Queens
1417085,New York,2013-06-03,35,34,,3.0,Queens
1417086,New York,2013-06-04,17,42,1.0,,Queens
1417087,New York,2013-06-04,17,42,1.0,3.0,Queens
1417088,New York,2013-06-04,17,42,,,Queens
1417089,New York,2013-06-04,17,42,,3.0,Queens
1417090,New York,2013-06-05,15,39,0.0,,Queens
1417091,New York,2013-06-05,15,39,0.0,2.0,Queens
1417092,New York,2013-06-05,15,39,,,Queens
1417093,New York,2013-06-05,15,39,,2.0,Queens
1417094,New York,2013-06-06,13,46,0.0,,Queens
1417095,New York,2013-06-06,13,46,0.0,1.0,Queens
1417096,New York,2013-06-06,13,46,,,Queens
1417097,New York,2013-06-06,13,46,,1.0,Queens
1417098,New York,2013-06-07,17,29,0.0,,Queens
1417099,New York,2013-06-07,17,29,0.0,1.0,Queens
1417100,New York,2013-06-07,17,29,,,Queens
1417101,New York,2013-06-07,17,29,,1.0,Queens
1417102,New York,2013-06-08,29,31,1.0,,Queens
1417103,New York,2013-06-08,29,31,1.0,3.0,Queens
1417104,New York,2013-06-08,29,31,,,Queens
1417105,New York,2013-06-08,29,31,,3.0,Queens
1417106,New York,2013-06-09,56,50,3.0,,Queens
1417107,New York,2013-06-09,56,50,3.0,6.0,Queens
1417108,New York,2013-06-09,56,50,,,Queens
1417109,New York,2013-06-09,56,50,,6.0,Queens
1417110,New York,2013-06-10,25,44,1.0,,Queens
1417111,New York,2013-06-10,25,44,1.0,3.0,Queens
1417112,New York,2013-06-10,25,44,,,Queens
1417113,New York,2013-06-10,25,44,,3.0,Queens
1417114,New York,2013-06-11,16,44,0.0,,Queens
1417115,New York,2013-06-11,16,44,0.0,2.0,Queens
1417116,New York,2013-06-11,16,44,,,Queens
1417117,New York,2013-06-11,16,44,,2.0,Queens
1417118,New York,2013-06-12,35,37,1.0,,Queens
1417119,New York,2013-06-12,35,37,1.0,2.0,Queens
1417120,New York,2013-06-12,35,37,,,Queens
1417121,New York,2013-06-12,35,37,,2.0,Queens
1417122,New York,2013-06-13,38,41,0.0,,Queens
1417123,New York,2013-06-13,38,41,0.0,3.0,Queens
1417124,New York,2013-06-13,38,41,,,Queens
1417125,New York,2013-06-13,38,41,,3.0,Queens
1417126,New York,2013-06-14,30,37,1.0,,Queens
1417127,New York,2013-06-14,30,37,1.0,2.0,Queens
1417128,New York,2013-06-14,30,37,,,Queens
1417129,New York,2013-06-14,30,37,,2.0,Queens
1417130,New York,2013-06-15,46,44,1.0,,Queens
1417131,New York,2013-06-15,46,44,1.0,3.0,Queens
1417132,New York,2013-06-15,46,44,,,Queens
1417133,New York,2013-06-15,46,44,,3.0,Queens
1417134,New York,2013-06-16,35,47,6.0,,Queens
1417135,New York,2013-06-16,35,47,6.0,6.0,Queens
1417136,New York,2013-06-16,35,47,,,Queens
1417137,New York,2013-06-16,35,47,,6.0,Queens
1417138,New York,2013-06-17,27,47,3.0,,Queens
1417139,New York,2013-06-17,27,47,3.0,3.0,Queens
1417140,New York,2013-06-17,27,47,,,Queens
1417141,New York,2013-06-17,27,47,,3.0,Queens
1417142,New York,2013-06-18,33,38,1.0,,Queens
1417143,New York,2013-06-18,33,38,1.0,3.0,Queens
1417144,New York,2013-06-18,33,38,,,Queens
1417145,New York,2013-06-18,33,38,,3.0,Queens
1417146,New York,2013-06-19,13,44,0.0,,Queens
1417147,New York,2013-06-19,13,44,0.0,2.0,Queens
1417148,New York,2013-06-19,13,44,,,Queens
1417149,New York,2013-06-19,13,44,,2.0,Queens
1417150,New York,2013-06-20,27,44,1.0,,Queens
1417151,New York,2013-06-20,27,44,1.0,3.0,Queens
1417152,New York,2013-06-20,27,44,,,Queens
1417153,New York,2013-06-20,27,44,,3.0,Queens
1417154,New York,2013-06-21,25,49,1.0,,Queens
1417155,New York,2013-06-21,25,49,1.0,2.0,Queens
1417156,New York,2013-06-21,25,49,,,Queens
1417157,New York,2013-06-21,25,49,,2.0,Queens
1417158,New York,2013-06-22,16,45,1.0,,Queens
1417159,New York,2013-06-22,16,45,1.0,2.0,Queens
1417160,New York,2013-06-22,16,45,,,Queens
1417161,New York,2013-06-22,16,45,,2.0,Queens
1417162,New York,2013-06-23,16,31,3.0,,Queens
1417163,New York,2013-06-23,16,31,3.0,2.0,Queens
1417164,New York,2013-06-23,16,31,,,Queens
1417165,New York,2013-06-23,16,31,,2.0,Queens
1417166,New York,2013-06-24,34,77,4.0,,Queens
1417167,New York,2013-06-24,34,77,4.0,3.0,Queens
1417168,New York,2013-06-24,34,77,,,Queens
1417169,New York,2013-06-24,34,77,,3.0,Queens
1417170,New York,2013-06-25,34,84,4.0,,Queens
1417171,New York,2013-06-25,34,84,4.0,3.0,Queens
1417172,New York,2013-06-25,34,84,,,Queens
1417173,New York,2013-06-25,34,84,,3.0,Queens
1417174,New York,2013-06-26,35,49,3.0,,Queens
1417175,New York,2013-06-26,35,49,3.0,3.0,Queens
1417176,New York,2013-06-26,35,49,,,Queens
1417177,New York,2013-06-26,35,49,,3.0,Queens
1417178,New York,2013-06-27,38,48,3.0,,Queens
1417179,New York,2013-06-27,38,48,3.0,5.0,Queens
1417180,New York,2013-06-27,38,48,,,Queens
1417181,New York,2013-06-27,38,48,,5.0,Queens
1417182,New York,2013-06-28,21,46,0.0,,Queens
1417183,New York,2013-06-28,21,46,0.0,2.0,Queens
1417184,New York,2013-06-28,21,46,,,Queens
1417185,New York,2013-06-28,21,46,,2.0,Queens
1417186,New York,2013-06-29,24,45,1.0,,Queens
1417187,New York,2013-06-29,24,45,1.0,2.0,Queens
1417188,New York,2013-06-29,24,45,,,Queens
1417189,New York,2013-06-29,24,45,,2.0,Queens
1417190,New York,2013-06-30,25,31,1.0,,Queens
1417191,New York,2013-06-30,25,31,1.0,3.0,Queens
1417192,New York,2013-06-30,25,31,,,Queens
1417193,New York,2013-06-30,25,31,,3.0,Queens
1417194,New York,2013-07-01,19,21,0.0,,Queens
1417195,New York,2013-07-01,19,21,0.0,2.0,Queens
1417196,New York,2013-07-01,19,21,,,Queens
1417197,New York,2013-07-01,19,21,,2.0,Queens
1417198,New York,2013-07-02,13,24,0.0,,Queens
1417199,New York,2013-07-02,13,24,0.0,1.0,Queens
1417200,New York,2013-07-02,13,24,,,Queens
1417201,New York,2013-07-02,13,24,,1.0,Queens
1417202,New York,2013-07-03,20,22,0.0,,Queens
1417203,New York,2013-07-03,20,22,0.0,2.0,Queens
1417204,New York,2013-07-03,20,22,,,Queens
1417205,New York,2013-07-03,20,22,,2.0,Queens
1417206,New York,2013-07-04,13,31,1.0,,Queens
1417207,New York,2013-07-04,13,31,1.0,2.0,Queens
1417208,New York,2013-07-04,13,31,,,Queens
1417209,New York,2013-07-04,13,31,,2.0,Queens
1417210,New York,2013-07-05,13,40,1.0,,Queens
1417211,New York,2013-07-05,13,40,1.0,2.0,Queens
1417212,New York,2013-07-05,13,40,,,Queens
1417213,New York,2013-07-05,13,40,,2.0,Queens
1417214,New York,2013-07-06,16,51,4.0,,Queens
1417215,New York,2013-07-06,16,51,4.0,2.0,Queens
1417216,New York,2013-07-06,16,51,,,Queens
1417217,New York,2013-07-06,16,51,,2.0,Queens
1417218,New York,2013-07-07,13,51,1.0,,Queens
1417219,New York,2013-07-07,13,51,1.0,2.0,Queens
1417220,New York,2013-07-07,13,51,,,Queens
1417221,New York,2013-07-07,13,51,,2.0,Queens
1417222,New York,2013-07-08,20,67,6.0,,Queens
1417223,New York,2013-07-08,20,67,6.0,2.0,Queens
1417224,New York,2013-07-08,20,67,,,Queens
1417225,New York,2013-07-08,20,67,,2.0,Queens
1417226,New York,2013-07-09,33,105,4.0,,Queens
1417227,New York,2013-07-09,33,105,4.0,3.0,Queens
1417228,New York,2013-07-09,33,105,,,Queens
1417229,New York,2013-07-09,33,105,,3.0,Queens
1417230,New York,2013-07-10,31,41,0.0,,Queens
1417231,New York,2013-07-10,31,41,0.0,3.0,Queens
1417232,New York,2013-07-10,31,41,,,Queens
1417233,New York,2013-07-10,31,41,,3.0,Queens
1417234,New York,2013-07-11,23,54,1.0,,Queens
1417235,New York,2013-07-11,23,54,1.0,3.0,Queens
1417236,New York,2013-07-11,23,54,,,Queens
1417237,New York,2013-07-11,23,54,,3.0,Queens
1417238,New York,2013-07-12,13,35,4.0,,Queens
1417239,New York,2013-07-12,13,35,4.0,2.0,Queens
1417240,New York,2013-07-12,13,35,,,Queens
1417241,New York,2013-07-12,13,35,,2.0,Queens
1417242,New York,2013-07-13,16,25,0.0,,Queens
1417243,New York,2013-07-13,16,25,0.0,2.0,Queens
1417244,New York,2013-07-13,16,25,,,Queens
1417245,New York,2013-07-13,16,25,,2.0,Queens
1417246,New York,2013-07-14,23,34,1.0,,Queens
1417247,New York,2013-07-14,23,34,1.0,2.0,Queens
1417248,New York,2013-07-14,23,34,,,Queens
1417249,New York,2013-07-14,23,34,,2.0,Queens
1417250,New York,2013-07-15,24,38,4.0,,Queens
1417251,New York,2013-07-15,24,38,4.0,2.0,Queens
1417252,New York,2013-07-15,24,38,,,Queens
1417253,New York,2013-07-15,24,38,,2.0,Queens
1417254,New York,2013-07-16,36,58,1.0,,Queens
1417255,New York,2013-07-16,36,58,1.0,3.0,Queens
1417256,New York,2013-07-16,36,58,,,Queens
1417257,New York,2013-07-16,36,58,,3.0,Queens
1417258,New York,2013-07-17,38,129,1.0,,Queens
1417259,New York,2013-07-17,38,129,1.0,5.0,Queens
1417260,New York,2013-07-17,38,129,,,Queens
1417261,New York,2013-07-17,38,129,,5.0,Queens
1417262,New York,2013-07-18,55,101,4.0,,Queens
1417263,New York,2013-07-18,55,101,4.0,5.0,Queens
1417264,New York,2013-07-18,55,101,,,Queens
1417265,New York,2013-07-18,55,101,,5.0,Queens
1417266,New York,2013-07-19,26,133,4.0,,Queens
1417267,New York,2013-07-19,26,133,4.0,5.0,Queens
1417268,New York,2013-07-19,26,133,,,Queens
1417269,New York,2013-07-19,26,133,,5.0,Queens
1417270,New York,2013-07-20,32,84,4.0,,Queens
1417271,New York,2013-07-20,32,84,4.0,3.0,Queens
1417272,New York,2013-07-20,32,84,,,Queens
1417273,New York,2013-07-20,32,84,,3.0,Queens
1417274,New York,2013-07-21,35,54,1.0,,Queens
1417275,New York,2013-07-21,35,54,1.0,3.0,Queens
1417276,New York,2013-07-21,35,54,,,Queens
1417277,New York,2013-07-21,35,54,,3.0,Queens
1417278,New York,2013-07-22,12,38,0.0,,Queens
1417279,New York,2013-07-22,12,38,0.0,2.0,Queens
1417280,New York,2013-07-22,12,38,,,Queens
1417281,New York,2013-07-22,12,38,,2.0,Queens
1417282,New York,2013-07-23,22,58,0.0,,Queens
1417283,New York,2013-07-23,22,58,0.0,2.0,Queens
1417284,New York,2013-07-23,22,58,,,Queens
1417285,New York,2013-07-23,22,58,,2.0,Queens
1417286,New York,2013-07-24,32,38,1.0,,Queens
1417287,New York,2013-07-24,32,38,1.0,2.0,Queens
1417288,New York,2013-07-24,32,38,,,Queens
1417289,New York,2013-07-24,32,38,,2.0,Queens
1417290,New York,2013-07-25,8,19,0.0,,Queens
1417291,New York,2013-07-25,8,19,0.0,1.0,Queens
1417292,New York,2013-07-25,8,19,,,Queens
1417293,New York,2013-07-25,8,19,,1.0,Queens
1417294,New York,2013-07-26,17,61,0.0,,Queens
1417295,New York,2013-07-26,17,61,0.0,2.0,Queens
1417296,New York,2013-07-26,17,61,,,Queens
1417297,New York,2013-07-26,17,61,,2.0,Queens
1417298,New York,2013-07-27,22,67,1.0,,Queens
1417299,New York,2013-07-27,22,67,1.0,2.0,Queens
1417300,New York,2013-07-27,22,67,,,Queens
1417301,New York,2013-07-27,22,67,,2.0,Queens
1417302,New York,2013-07-28,16,45,1.0,,Queens
1417303,New York,2013-07-28,16,45,1.0,2.0,Queens
1417304,New York,2013-07-28,16,45,,,Queens
1417305,New York,2013-07-28,16,45,,2.0,Queens
1417306,New York,2013-07-29,27,71,1.0,,Queens
1417307,New York,2013-07-29,27,71,1.0,2.0,Queens
1417308,New York,2013-07-29,27,71,,,Queens
1417309,New York,2013-07-29,27,71,,2.0,Queens
1417310,New York,2013-07-30,34,43,1.0,,Queens
1417311,New York,2013-07-30,34,43,1.0,2.0,Queens
1417312,New York,2013-07-30,34,43,,,Queens
1417313,New York,2013-07-30,34,43,,2.0,Queens
1417314,New York,2013-07-31,32,47,1.0,,Queens
1417315,New York,2013-07-31,32,47,1.0,2.0,Queens
1417316,New York,2013-07-31,32,47,,,Queens
1417317,New York,2013-07-31,32,47,,2.0,Queens
1417318,New York,2013-08-01,19,46,1.0,,Queens
1417319,New York,2013-08-01,19,46,1.0,2.0,Queens
1417320,New York,2013-08-01,19,46,,,Queens
1417321,New York,2013-08-01,19,46,,2.0,Queens
1417322,New York,2013-08-02,28,58,3.0,,Queens
1417323,New York,2013-08-02,28,58,3.0,2.0,Queens
1417324,New York,2013-08-02,28,58,,,Queens
1417325,New York,2013-08-02,28,58,,2.0,Queens
1417326,New York,2013-08-03,30,40,4.0,,Queens
1417327,New York,2013-08-03,30,40,4.0,2.0,Queens
1417328,New York,2013-08-03,30,40,,,Queens
1417329,New York,2013-08-03,30,40,,2.0,Queens
1417330,New York,2013-08-04,15,35,1.0,,Queens
1417331,New York,2013-08-04,15,35,1.0,2.0,Queens
1417332,New York,2013-08-04,15,35,,,Queens
1417333,New York,2013-08-04,15,35,,2.0,Queens
1417334,New York,2013-08-05,25,40,1.0,,Queens
1417335,New York,2013-08-05,25,40,1.0,2.0,Queens
1417336,New York,2013-08-05,25,40,,,Queens
1417337,New York,2013-08-05,25,40,,2.0,Queens
1417338,New York,2013-08-06,34,61,0.0,,Queens
1417339,New York,2013-08-06,34,61,0.0,3.0,Queens
1417340,New York,2013-08-06,34,61,,,Queens
